Date,Close
12/9/2015 16:00:00,0.06
12/10/2015 16:00:00,0.08
12/14/2015 16:00:00,0.06
12/23/2015 16:00:00,0.06
1/8/2016 16:00:00,0.08
1/14/2016 16:00:00,0.07
1/20/2016 16:00:00,0.05
1/22/2016 16:00:00,0.06
1/27/2016 16:00:00,0.06
2/1/2016 16:00:00,0.05
2/4/2016 16:00:00,0.05
2/10/2016 16:00:00,0.05
2/12/2016 16:00:00,0.05
2/19/2016 16:00:00,0.05
2/29/2016 16:00:00,0.05
3/2/2016 16:00:00,0.05
3/4/2016 16:00:00,0.05
3/7/2016 16:00:00,0.06
3/8/2016 16:00:00,0.06
3/16/2016 16:00:00,0.05
3/18/2016 16:00:00,0.05
3/23/2016 16:00:00,0.06
3/24/2016 16:00:00,0.05
3/28/2016 16:00:00,0.05
4/1/2016 16:00:00,0.05
4/6/2016 16:00:00,0.06
4/7/2016 16:00:00,0.06
4/12/2016 16:00:00,0.05
4/14/2016 16:00:00,0.07
4/15/2016 16:00:00,0.06
4/18/2016 16:00:00,0.05
4/20/2016 16:00:00,0.06
4/21/2016 16:00:00,0.06
4/22/2016 16:00:00,0.05
4/25/2016 16:00:00,0.05
5/6/2016 16:00:00,0.05
5/9/2016 16:00:00,0.06
5/16/2016 16:00:00,0.06
5/18/2016 16:00:00,0.06
5/24/2016 16:00:00,0.06
5/26/2016 16:00:00,0.08
5/27/2016 16:00:00,0.06
5/31/2016 16:00:00,0.09
6/1/2016 16:00:00,0.07
6/2/2016 16:00:00,0.08
6/7/2016 16:00:00,0.08
6/8/2016 16:00:00,0.08
6/10/2016 16:00:00,0.08
6/16/2016 16:00:00,0.09
6/20/2016 16:00:00,0.09
6/21/2016 16:00:00,0.09
6/22/2016 16:00:00,0.1
6/30/2016 16:00:00,0.08
7/12/2016 16:00:00,0.09
7/14/2016 16:00:00,0.09
7/15/2016 16:00:00,0.1
7/19/2016 16:00:00,0.08
7/20/2016 16:00:00,0.08
7/21/2016 16:00:00,0.07
7/22/2016 16:00:00,0.08
7/27/2016 16:00:00,0.08
8/3/2016 16:00:00,0.09
8/5/2016 16:00:00,0.08
8/10/2016 16:00:00,0.11
8/11/2016 16:00:00,0.09
8/16/2016 16:00:00,0.1
8/18/2016 16:00:00,0.1
8/22/2016 16:00:00,0.11
8/23/2016 16:00:00,0.1
8/24/2016 16:00:00,0.1
8/25/2016 16:00:00,0.1
8/26/2016 16:00:00,0.11
8/29/2016 16:00:00,0.11
8/30/2016 16:00:00,0.11
9/2/2016 16:00:00,0.11
9/9/2016 16:00:00,0.11
9/13/2016 16:00:00,0.1
9/15/2016 16:00:00,0.1
9/20/2016 16:00:00,0.09
9/21/2016 16:00:00,0.1
9/23/2016 16:00:00,0.09
9/26/2016 16:00:00,0.1
9/30/2016 16:00:00,0.1
10/3/2016 16:00:00,0.1
10/4/2016 16:00:00,0.1
10/11/2016 16:00:00,0.09
10/13/2016 16:00:00,0.08
10/14/2016 16:00:00,0.08
10/19/2016 16:00:00,0.08
10/20/2016 16:00:00,0.08
10/24/2016 16:00:00,0.08
10/27/2016 16:00:00,0.08
11/1/2016 16:00:00,0.08
11/8/2016 16:00:00,0.08
11/10/2016 16:00:00,0.07
11/11/2016 16:00:00,0.07
11/14/2016 16:00:00,0.08
11/18/2016 16:00:00,0.07
11/21/2016 16:00:00,0.07
11/22/2016 16:00:00,0.06
11/23/2016 16:00:00,0.07
12/1/2016 16:00:00,0.06
12/7/2016 16:00:00,0.06
12/9/2016 16:00:00,0.07
12/12/2016 16:00:00,0.07
12/19/2016 16:00:00,0.07
12/20/2016 16:00:00,0.08
12/21/2016 16:00:00,0.09
12/22/2016 16:00:00,0.1
12/23/2016 16:00:00,0.1
12/28/2016 16:00:00,0.1
12/29/2016 16:00:00,0.1
12/30/2016 16:00:00,0.1
1/3/2017 16:00:00,0.1
1/5/2017 16:00:00,0.1
1/6/2017 16:00:00,0.11
1/9/2017 16:00:00,0.17
1/10/2017 16:00:00,0.19
1/11/2017 16:00:00,0.18
1/12/2017 16:00:00,0.2
1/13/2017 16:00:00,0.2
1/17/2017 16:00:00,0.19
1/18/2017 16:00:00,0.2
1/19/2017 16:00:00,0.15
1/20/2017 16:00:00,0.12
1/24/2017 16:00:00,0.12
1/26/2017 16:00:00,0.12
1/27/2017 16:00:00,0.11
1/30/2017 16:00:00,0.12
1/31/2017 16:00:00,0.13
2/2/2017 16:00:00,0.12
2/3/2017 16:00:00,0.11
2/7/2017 16:00:00,0.11
2/8/2017 16:00:00,0.11
2/9/2017 16:00:00,0.1
2/14/2017 16:00:00,0.11
2/16/2017 16:00:00,0.11
2/17/2017 16:00:00,0.11
2/22/2017 16:00:00,0.14
2/23/2017 16:00:00,0.15
3/2/2017 16:00:00,0.16
3/3/2017 16:00:00,0.25
3/6/2017 16:00:00,0.27
3/7/2017 16:00:00,0.2
3/8/2017 16:00:00,0.2
3/9/2017 16:00:00,0.16
3/10/2017 16:00:00,0.19
3/13/2017 16:00:00,0.26
3/14/2017 16:00:00,0.19
3/16/2017 16:00:00,0.22
3/17/2017 16:00:00,0.18
3/23/2017 16:00:00,0.2
3/24/2017 16:00:00,0.2
3/27/2017 16:00:00,0.18
3/28/2017 16:00:00,0.17
3/30/2017 16:00:00,0.16
4/3/2017 16:00:00,0.22
4/5/2017 16:00:00,0.18
4/7/2017 16:00:00,0.18
4/12/2017 16:00:00,0.2
4/13/2017 16:00:00,0.18
4/18/2017 16:00:00,0.19
4/21/2017 16:00:00,0.18
4/24/2017 16:00:00,0.2
4/25/2017 16:00:00,0.18
4/26/2017 16:00:00,0.17
4/27/2017 16:00:00,0.17
4/28/2017 16:00:00,0.16
5/1/2017 16:00:00,0.17
5/2/2017 16:00:00,0.17
5/3/2017 16:00:00,0.16
5/4/2017 16:00:00,0.16
5/5/2017 16:00:00,0.16
5/8/2017 16:00:00,0.18
5/9/2017 16:00:00,0.15
5/10/2017 16:00:00,0.17
5/12/2017 16:00:00,0.17
5/15/2017 16:00:00,0.16
5/19/2017 16:00:00,0.2
5/23/2017 16:00:00,0.17
5/24/2017 16:00:00,0.17
5/31/2017 16:00:00,0.18
6/1/2017 16:00:00,0.18
6/2/2017 16:00:00,0.18
6/8/2017 16:00:00,0.17
6/14/2017 16:00:00,0.15
6/15/2017 16:00:00,0.15
6/21/2017 16:00:00,0.14
6/22/2017 16:00:00,0.14
6/23/2017 16:00:00,0.14
6/27/2017 16:00:00,0.18
6/29/2017 16:00:00,0.19
6/30/2017 16:00:00,0.19
7/4/2017 16:00:00,0.18
7/5/2017 16:00:00,0.16
7/6/2017 16:00:00,0.18
7/7/2017 16:00:00,0.18
7/11/2017 16:00:00,0.16
7/12/2017 16:00:00,0.18
7/17/2017 16:00:00,0.18
7/24/2017 16:00:00,0.16
7/27/2017 16:00:00,0.16
7/31/2017 16:00:00,0.19
8/1/2017 16:00:00,0.17
8/2/2017 16:00:00,0.17
8/3/2017 16:00:00,0.17
8/4/2017 16:00:00,0.16
8/8/2017 16:00:00,0.19
8/14/2017 16:00:00,0.16
8/16/2017 16:00:00,0.16
8/21/2017 16:00:00,0.16
8/25/2017 16:00:00,0.16
8/28/2017 16:00:00,0.16
8/29/2017 16:00:00,0.17
8/30/2017 16:00:00,0.18
9/6/2017 16:00:00,0.17
9/7/2017 16:00:00,0.16
9/11/2017 16:00:00,0.15
9/12/2017 16:00:00,0.14
9/13/2017 16:00:00,0.14
9/14/2017 16:00:00,0.16
9/15/2017 16:00:00,0.15
9/18/2017 16:00:00,0.14
9/19/2017 16:00:00,0.14
9/26/2017 16:00:00,0.14
9/27/2017 16:00:00,0.14
10/2/2017 16:00:00,0.14
10/5/2017 16:00:00,0.13
10/10/2017 16:00:00,0.13
10/19/2017 16:00:00,0.14
10/20/2017 16:00:00,0.14
10/25/2017 16:00:00,0.16
10/27/2017 16:00:00,0.13
10/31/2017 16:00:00,0.16
11/2/2017 16:00:00,0.13
11/3/2017 16:00:00,0.14
11/6/2017 16:00:00,0.16
11/7/2017 16:00:00,0.16
11/8/2017 16:00:00,0.16
11/13/2017 16:00:00,0.18
11/16/2017 16:00:00,0.14
11/20/2017 16:00:00,0.14
11/21/2017 16:00:00,0.18
11/22/2017 16:00:00,0.19
11/23/2017 16:00:00,0.19
11/24/2017 16:00:00,0.2
11/27/2017 16:00:00,0.19
11/29/2017 16:00:00,0.21
11/30/2017 16:00:00,0.2
12/1/2017 16:00:00,0.18
12/4/2017 16:00:00,0.19
12/5/2017 16:00:00,0.18
12/6/2017 16:00:00,0.15
12/7/2017 16:00:00,0.15
12/11/2017 16:00:00,0.18
12/15/2017 16:00:00,0.18
12/18/2017 16:00:00,0.2
12/20/2017 16:00:00,0.21
12/27/2017 16:00:00,0.2
12/28/2017 16:00:00,0.22
12/29/2017 16:00:00,0.2
1/2/2018 16:00:00,0.16
1/4/2018 16:00:00,0.18
1/5/2018 16:00:00,0.18
1/10/2018 16:00:00,0.2
1/11/2018 16:00:00,0.17
1/12/2018 16:00:00,0.18
1/15/2018 16:00:00,0.21
1/16/2018 16:00:00,0.17
1/19/2018 16:00:00,0.2
1/22/2018 16:00:00,0.2
1/23/2018 16:00:00,0.2
1/24/2018 16:00:00,0.18
1/29/2018 16:00:00,0.21
1/30/2018 16:00:00,0.21
1/31/2018 16:00:00,0.18
2/6/2018 16:00:00,0.19
2/7/2018 16:00:00,0.18
2/8/2018 16:00:00,0.22
2/9/2018 16:00:00,0.23
2/12/2018 16:00:00,0.18
2/15/2018 16:00:00,0.19
2/16/2018 16:00:00,0.2
2/21/2018 16:00:00,0.14
2/23/2018 16:00:00,0.2
2/27/2018 16:00:00,0.2
2/28/2018 16:00:00,0.2
3/6/2018 16:00:00,0.19
3/7/2018 16:00:00,0.16
3/8/2018 16:00:00,0.2
3/9/2018 16:00:00,0.17
3/12/2018 16:00:00,0.15
3/15/2018 16:00:00,0.13
3/16/2018 16:00:00,0.17
3/19/2018 16:00:00,0.17
3/20/2018 16:00:00,0.16
3/21/2018 16:00:00,0.14
3/23/2018 16:00:00,0.14
3/28/2018 16:00:00,0.14
3/29/2018 16:00:00,0.18
4/2/2018 16:00:00,0.18
4/4/2018 16:00:00,0.17
4/5/2018 16:00:00,0.15
4/10/2018 16:00:00,0.18
4/13/2018 16:00:00,0.15
4/16/2018 16:00:00,0.16
4/17/2018 16:00:00,0.15
4/18/2018 16:00:00,0.15
4/19/2018 16:00:00,0.15
4/23/2018 16:00:00,0.15
4/24/2018 16:00:00,0.16
4/30/2018 16:00:00,0.16
5/3/2018 16:00:00,0.14
5/4/2018 16:00:00,0.15
5/9/2018 16:00:00,0.15
5/10/2018 16:00:00,0.17
5/16/2018 16:00:00,0.14
5/23/2018 16:00:00,0.14
5/25/2018 16:00:00,0.14
5/28/2018 16:00:00,0.14
5/29/2018 16:00:00,0.17
5/30/2018 16:00:00,0.14
5/31/2018 16:00:00,0.14
6/1/2018 16:00:00,0.16
6/7/2018 16:00:00,0.14
6/8/2018 16:00:00,0.16
6/11/2018 16:00:00,0.13
6/12/2018 16:00:00,0.14
6/14/2018 16:00:00,0.14
6/20/2018 16:00:00,0.15
6/22/2018 16:00:00,0.15
6/25/2018 16:00:00,0.19
6/27/2018 16:00:00,0.2
6/29/2018 16:00:00,0.19
7/3/2018 16:00:00,0.14
7/10/2018 16:00:00,0.19
7/17/2018 16:00:00,0.19
7/18/2018 16:00:00,0.15
7/23/2018 16:00:00,0.14
7/24/2018 16:00:00,0.16
7/27/2018 16:00:00,0.14
7/30/2018 16:00:00,0.15
8/1/2018 16:00:00,0.16
8/2/2018 16:00:00,0.16
8/7/2018 16:00:00,0.16
8/8/2018 16:00:00,0.16
8/13/2018 16:00:00,0.16
8/14/2018 16:00:00,0.19
8/15/2018 16:00:00,0.17
8/17/2018 16:00:00,0.19
8/20/2018 16:00:00,0.17
8/21/2018 16:00:00,0.16
8/24/2018 16:00:00,0.17
8/27/2018 16:00:00,0.17
8/30/2018 16:00:00,0.19
8/31/2018 16:00:00,0.2
9/4/2018 16:00:00,0.17
9/5/2018 16:00:00,0.17
9/7/2018 16:00:00,0.2
9/10/2018 16:00:00,0.17
9/11/2018 16:00:00,0.17
9/13/2018 16:00:00,0.2
9/14/2018 16:00:00,0.17
9/18/2018 16:00:00,0.18
9/19/2018 16:00:00,0.18
9/21/2018 16:00:00,0.18
9/26/2018 16:00:00,0.18
9/27/2018 16:00:00,0.16
10/4/2018 16:00:00,0.17
10/5/2018 16:00:00,0.18
10/9/2018 16:00:00,0.19
10/10/2018 16:00:00,0.2
10/11/2018 16:00:00,0.2
10/12/2018 16:00:00,0.18
10/16/2018 16:00:00,0.2
10/17/2018 16:00:00,0.19
10/18/2018 16:00:00,0.19
10/24/2018 16:00:00,0.19
10/29/2018 16:00:00,0.17
10/30/2018 16:00:00,0.19
10/31/2018 16:00:00,0.18
11/1/2018 16:00:00,0.18
11/5/2018 16:00:00,0.19
11/6/2018 16:00:00,0.19
11/8/2018 16:00:00,0.2
11/9/2018 16:00:00,0.18
11/13/2018 16:00:00,0.2
11/14/2018 16:00:00,0.21
11/16/2018 16:00:00,0.21
11/19/2018 16:00:00,0.21
11/20/2018 16:00:00,0.22
11/21/2018 16:00:00,0.22
11/23/2018 16:00:00,0.23
11/26/2018 16:00:00,0.22
11/27/2018 16:00:00,0.22
11/28/2018 16:00:00,0.22
11/29/2018 16:00:00,0.22
11/30/2018 16:00:00,0.22
12/3/2018 16:00:00,0.23
12/5/2018 16:00:00,0.25
12/10/2018 16:00:00,0.22
12/11/2018 16:00:00,0.25
12/13/2018 16:00:00,0.22
12/14/2018 16:00:00,0.25
12/17/2018 16:00:00,0.2
12/18/2018 16:00:00,0.19
12/27/2018 16:00:00,0.22
12/28/2018 16:00:00,0.23
12/31/2018 16:00:00,0.23
1/2/2019 16:00:00,0.23
1/4/2019 16:00:00,0.21
1/9/2019 16:00:00,0.19
1/15/2019 16:00:00,0.19
1/17/2019 16:00:00,0.13
1/18/2019 16:00:00,0.2
1/21/2019 16:00:00,0.18
1/22/2019 16:00:00,0.16
1/23/2019 16:00:00,0.2
1/30/2019 16:00:00,0.19
2/4/2019 16:00:00,0.19
2/5/2019 16:00:00,0.19
2/6/2019 16:00:00,0.19
2/8/2019 16:00:00,0.22
2/15/2019 16:00:00,0.18
2/19/2019 16:00:00,0.17
2/20/2019 16:00:00,0.18
2/21/2019 16:00:00,0.18
2/26/2019 16:00:00,0.17
2/28/2019 16:00:00,0.17
3/1/2019 16:00:00,0.17
3/4/2019 16:00:00,0.18
3/6/2019 16:00:00,0.2
3/12/2019 16:00:00,0.17
3/15/2019 16:00:00,0.22
3/18/2019 16:00:00,0.16
3/19/2019 16:00:00,0.14
3/20/2019 16:00:00,0.16
3/21/2019 16:00:00,0.16
3/25/2019 16:00:00,0.15
3/26/2019 16:00:00,0.14
3/27/2019 16:00:00,0.14
3/28/2019 16:00:00,0.14
3/29/2019 16:00:00,0.14
4/2/2019 16:00:00,0.15
4/3/2019 16:00:00,0.14
4/5/2019 16:00:00,0.15
4/9/2019 16:00:00,0.15
4/12/2019 16:00:00,0.14
4/15/2019 16:00:00,0.16
4/16/2019 16:00:00,0.14
4/23/2019 16:00:00,0.14
4/24/2019 16:00:00,0.15
5/3/2019 16:00:00,0.16
5/7/2019 16:00:00,0.17
5/9/2019 16:00:00,0.15
5/14/2019 16:00:00,0.15
5/16/2019 16:00:00,0.17
5/17/2019 16:00:00,0.2
5/21/2019 16:00:00,0.17
5/22/2019 16:00:00,0.14
5/23/2019 16:00:00,0.19
5/24/2019 16:00:00,0.18
5/27/2019 16:00:00,0.17
5/28/2019 16:00:00,0.16
5/31/2019 16:00:00,0.2
6/3/2019 16:00:00,0.17
6/6/2019 16:00:00,0.17
6/7/2019 16:00:00,0.15
6/11/2019 16:00:00,0.17
6/17/2019 16:00:00,0.17
6/18/2019 16:00:00,0.15
6/19/2019 16:00:00,0.18
6/20/2019 16:00:00,0.18
6/24/2019 16:00:00,0.2
6/26/2019 16:00:00,0.19
6/28/2019 16:00:00,0.19
7/2/2019 16:00:00,0.17
7/3/2019 16:00:00,0.15
7/9/2019 16:00:00,0.16
7/10/2019 16:00:00,0.15
7/11/2019 16:00:00,0.14
7/12/2019 16:00:00,0.13
7/15/2019 16:00:00,0.14
7/22/2019 16:00:00,0.13
7/23/2019 16:00:00,0.13
7/26/2019 16:00:00,0.14
7/30/2019 16:00:00,0.14
7/31/2019 16:00:00,0.19
8/1/2019 16:00:00,0.14
8/2/2019 16:00:00,0.14
8/8/2019 16:00:00,0.14
8/9/2019 16:00:00,0.14
8/12/2019 16:00:00,0.14
8/14/2019 16:00:00,0.15
8/15/2019 16:00:00,0.16
8/22/2019 16:00:00,0.16
8/28/2019 16:00:00,0.16
8/30/2019 16:00:00,0.15
9/3/2019 16:00:00,0.17
9/4/2019 16:00:00,0.18
9/5/2019 16:00:00,0.18
9/6/2019 16:00:00,0.19
9/9/2019 16:00:00,0.15
9/11/2019 16:00:00,0.16
9/12/2019 16:00:00,0.14
9/13/2019 16:00:00,0.16
9/16/2019 16:00:00,0.16
9/17/2019 16:00:00,0.16
9/19/2019 16:00:00,0.16
9/26/2019 16:00:00,0.16
9/27/2019 16:00:00,0.16
9/30/2019 16:00:00,0.16
10/3/2019 16:00:00,0.14
10/11/2019 16:00:00,0.16
10/15/2019 16:00:00,0.12
10/17/2019 16:00:00,0.12
10/22/2019 16:00:00,0.15
10/23/2019 16:00:00,0.13
10/24/2019 16:00:00,0.14
10/25/2019 16:00:00,0.14
10/29/2019 16:00:00,0.15
10/30/2019 16:00:00,0.14
11/4/2019 16:00:00,0.16
11/6/2019 16:00:00,0.16
11/13/2019 16:00:00,0.14
11/14/2019 16:00:00,0.16
11/18/2019 16:00:00,0.16
11/19/2019 16:00:00,0.16
11/20/2019 16:00:00,0.15
11/21/2019 16:00:00,0.15
11/25/2019 16:00:00,0.16
11/27/2019 16:00:00,0.15
11/28/2019 16:00:00,0.15
12/2/2019 16:00:00,0.15
12/3/2019 16:00:00,0.14
12/4/2019 16:00:00,0.14
12/5/2019 16:00:00,0.14
12/6/2019 16:00:00,0.12
12/9/2019 16:00:00,0.12
12/11/2019 16:00:00,0.12
12/12/2019 16:00:00,0.12
12/17/2019 16:00:00,0.14
12/18/2019 16:00:00,0.12
12/19/2019 16:00:00,0.13
12/23/2019 16:00:00,0.14
12/24/2019 13:30:00,0.11
1/7/2020 16:00:00,0.13
1/8/2020 16:00:00,0.13
1/14/2020 16:00:00,0.13
1/21/2020 16:00:00,0.11
1/22/2020 16:00:00,0.11
1/23/2020 16:00:00,0.11
1/24/2020 16:00:00,0.12
1/27/2020 16:00:00,0.12
1/28/2020 16:00:00,0.13
1/30/2020 16:00:00,0.12
2/3/2020 16:00:00,0.11
2/5/2020 16:00:00,0.1
2/6/2020 16:00:00,0.1
2/7/2020 16:00:00,0.12
2/10/2020 16:00:00,0.13
2/11/2020 16:00:00,0.14
2/12/2020 16:00:00,0.14
2/13/2020 16:00:00,0.14
2/18/2020 16:00:00,0.15
2/19/2020 16:00:00,0.14
2/24/2020 16:00:00,0.12
3/2/2020 16:00:00,0.12
3/5/2020 16:00:00,0.14
3/6/2020 16:00:00,0.15
3/9/2020 16:00:00,0.14
3/12/2020 16:00:00,0.13
3/16/2020 16:00:00,0.13
3/18/2020 16:00:00,0.12
3/24/2020 16:00:00,0.12
3/31/2020 16:00:00,0.1
4/7/2020 16:00:00,0.11
4/13/2020 16:00:00,0.12
4/14/2020 16:00:00,0.12
4/16/2020 16:00:00,0.11
4/17/2020 16:00:00,0.09
4/20/2020 16:00:00,0.13
4/22/2020 16:00:00,0.12
4/24/2020 16:00:00,0.14
4/27/2020 16:00:00,0.14
4/28/2020 16:00:00,0.13
4/30/2020 16:00:00,0.13
5/4/2020 16:00:00,0.13
5/6/2020 16:00:00,0.13
5/7/2020 16:00:00,0.13
5/13/2020 16:00:00,0.15
5/19/2020 16:00:00,0.13
5/22/2020 16:00:00,0.17
5/25/2020 16:00:00,0.18
5/26/2020 16:00:00,0.18
5/27/2020 16:00:00,0.17
5/28/2020 16:00:00,0.26
5/29/2020 16:00:00,0.18
6/1/2020 16:00:00,0.2
6/2/2020 16:00:00,0.2
6/4/2020 16:00:00,0.17
6/5/2020 16:00:00,0.18
6/8/2020 16:00:00,0.18
6/9/2020 16:00:00,0.17
6/12/2020 16:00:00,0.16
6/16/2020 16:00:00,0.17
6/17/2020 16:00:00,0.17
6/19/2020 16:00:00,0.16
6/22/2020 16:00:00,0.14
6/30/2020 16:00:00,0.16
7/2/2020 16:00:00,0.16
7/6/2020 16:00:00,0.16
7/7/2020 16:00:00,0.17
7/8/2020 16:00:00,0.17
7/9/2020 16:00:00,0.19
7/10/2020 16:00:00,0.19
7/14/2020 16:00:00,0.19
7/17/2020 16:00:00,0.19
7/21/2020 16:00:00,0.16
7/22/2020 16:00:00,0.16
7/24/2020 16:00:00,0.14
7/27/2020 16:00:00,0.15
7/28/2020 16:00:00,0.15
7/29/2020 16:00:00,0.15
7/31/2020 16:00:00,0.15
8/4/2020 16:00:00,0.15
8/10/2020 16:00:00,0.15
8/11/2020 16:00:00,0.15
8/13/2020 16:00:00,0.16
8/17/2020 16:00:00,0.16
8/25/2020 16:00:00,0.18
8/26/2020 16:00:00,0.18
8/27/2020 16:00:00,0.14
8/28/2020 16:00:00,0.14
9/1/2020 16:00:00,0.13
9/3/2020 16:00:00,0.14
9/4/2020 16:00:00,0.14
9/8/2020 16:00:00,0.13
9/10/2020 16:00:00,0.13
9/14/2020 16:00:00,0.14
9/15/2020 16:00:00,0.13
9/17/2020 16:00:00,0.13
9/21/2020 16:00:00,0.12
9/22/2020 16:00:00,0.13
9/24/2020 16:00:00,0.14
9/25/2020 16:00:00,0.13
10/5/2020 16:00:00,0.12
10/6/2020 16:00:00,0.12
10/13/2020 16:00:00,0.12
10/16/2020 16:00:00,0.13
10/20/2020 16:00:00,0.12
10/22/2020 16:00:00,0.12
10/27/2020 16:00:00,0.11
10/28/2020 16:00:00,0.12
10/30/2020 16:00:00,0.1
11/3/2020 16:00:00,0.11
11/9/2020 16:00:00,0.12
11/10/2020 16:00:00,0.11
11/11/2020 16:00:00,0.14
11/13/2020 16:00:00,0.12
11/16/2020 16:00:00,0.14
11/17/2020 16:00:00,0.14
12/1/2020 16:00:00,0.14
12/9/2020 16:00:00,0.14
12/14/2020 16:00:00,0.13
12/15/2020 16:00:00,0.13
12/16/2020 16:00:00,0.12
12/17/2020 16:00:00,0.12
12/21/2020 16:00:00,0.12
12/24/2020 16:00:00,0.12
12/30/2020 16:00:00,0.11
12/31/2020 16:00:00,0.11
1/4/2021 16:00:00,0.12
1/5/2021 16:00:00,0.11
1/6/2021 16:00:00,0.11
1/8/2021 16:00:00,0.11
1/12/2021 16:00:00,0.11
1/18/2021 16:00:00,0.11
1/22/2021 16:00:00,0.11
1/25/2021 16:00:00,0.1
1/27/2021 16:00:00,0.1
1/28/2021 16:00:00,0.1
1/29/2021 16:00:00,0.1
2/1/2021 16:00:00,0.09
2/2/2021 16:00:00,0.08
2/3/2021 16:00:00,0.08
2/4/2021 16:00:00,0.08
2/5/2021 16:00:00,0.11
2/8/2021 16:00:00,0.12
2/9/2021 16:00:00,0.12
2/12/2021 16:00:00,0.11
2/16/2021 16:00:00,0.11
2/18/2021 16:00:00,0.11
2/19/2021 16:00:00,0.1
2/22/2021 16:00:00,0.11
3/1/2021 16:00:00,0.11
3/2/2021 16:00:00,0.11
3/3/2021 16:00:00,0.11
3/4/2021 16:00:00,0.1
3/9/2021 16:00:00,0.1
3/11/2021 16:00:00,0.1
3/12/2021 16:00:00,0.11
3/18/2021 16:00:00,0.1
3/19/2021 16:00:00,0.12
3/30/2021 16:00:00,0.11
4/7/2021 16:00:00,0.1
4/12/2021 16:00:00,0.1
4/14/2021 16:00:00,0.1
4/19/2021 16:00:00,0.1
4/20/2021 16:00:00,0.1
4/21/2021 16:00:00,0.08
4/22/2021 16:00:00,0.08
4/23/2021 16:00:00,0.09
4/26/2021 16:00:00,0.1
4/27/2021 16:00:00,0.09
4/28/2021 16:00:00,0.09
4/29/2021 16:00:00,0.09
5/5/2021 16:00:00,0.1
5/6/2021 16:00:00,0.1
5/7/2021 16:00:00,0.09
5/17/2021 16:00:00,0.1
5/21/2021 16:00:00,0.1
5/26/2021 16:00:00,0.1
5/28/2021 16:00:00,0.1
6/1/2021 16:00:00,0.09
6/7/2021 16:00:00,0.09
6/8/2021 16:00:00,0.09
6/9/2021 16:00:00,0.09
6/14/2021 16:00:00,0.09
6/17/2021 16:00:00,0.09
7/6/2021 16:00:00,0.08
7/7/2021 16:00:00,0.08
7/8/2021 16:00:00,0.08
7/9/2021 16:00:00,0.08
7/13/2021 16:00:00,0.08
7/14/2021 16:00:00,0.08
7/15/2021 16:00:00,0.08
7/16/2021 16:00:00,0.08
7/23/2021 16:00:00,0.09
7/26/2021 16:00:00,0.09
8/10/2021 16:00:00,0.08
8/27/2021 16:00:00,0.08
9/1/2021 16:00:00,0.08
9/14/2021 16:00:00,0.12
9/15/2021 16:00:00,0.09
9/16/2021 16:00:00,0.08
9/17/2021 16:00:00,0.1
9/21/2021 16:00:00,0.1
9/22/2021 16:00:00,0.1
9/27/2021 16:00:00,0.1
9/28/2021 16:00:00,0.1
10/1/2021 16:00:00,0.1
10/4/2021 16:00:00,0.1
10/6/2021 16:00:00,0.1
10/8/2021 16:00:00,0.08
10/13/2021 16:00:00,0.1
10/15/2021 16:00:00,0.1
10/20/2021 16:00:00,0.09
10/22/2021 16:00:00,0.1
10/25/2021 16:00:00,0.1
10/26/2021 16:00:00,0.09
10/27/2021 16:00:00,0.1
10/28/2021 16:00:00,0.08
10/29/2021 16:00:00,0.09
11/1/2021 16:00:00,0.08
11/2/2021 16:00:00,0.1
11/4/2021 16:00:00,0.1
11/5/2021 16:00:00,0.1
11/8/2021 16:00:00,0.09
11/9/2021 16:00:00,0.1
11/10/2021 16:00:00,0.11
11/11/2021 16:00:00,0.11
11/12/2021 16:00:00,0.11
11/15/2021 16:00:00,0.13
11/16/2021 16:00:00,0.14
11/17/2021 16:00:00,0.14
11/18/2021 16:00:00,0.13
11/19/2021 16:00:00,0.14
11/22/2021 16:00:00,0.14
11/23/2021 16:00:00,0.14
11/25/2021 16:00:00,0.15
11/29/2021 16:00:00,0.14
11/30/2021 16:00:00,0.15
12/2/2021 16:00:00,0.14
12/3/2021 16:00:00,0.15
12/6/2021 16:00:00,0.15